BarChartType,ModelName,SamplingTarget,SamplingMethod,DownsamplingLevel,RunIndex,MeanDiff,VarianceDiff,TotalRows
3,ResNet50,Ratio,ADV,2,1,-0.002103689500000001,0.0007749859703511074,20000
3,ResNet50,Height,COV,4,3,-0.033911010500000005,0.00991404674740127,20000
2,VGG19,Ratio,ADV,4,4,-0.022103571500000002,0.0006152990663227008,20000
1,ResNet50,Height,OOD,4,0,0.085684537,0.027625471029676916,20000
1,ResNet50,Height,IID,16,3,-0.09154894050000001,0.028856212661455525,20000
1,ResNet50,Ratio,COV,16,0,-0.0083909205,0.018008654827809098,20000
1,VGG19,Height,ADV,4,3,-0.0346781945,0.00403542104223726,20000
3,VGG19,Height,ADV,16,2,-0.306796599,0.10229080471974938,20000
1,VGG19,Ratio,IID,8,2,0.012446842499999998,0.0003153770465275202,20000
4,VGG19,Height,ADV,16,1,-0.2776790945,0.147532827228186,20000
3,ResNet50,Height,OOD,8,2,0.1215291585,0.045883188069410344,20000
4,ResNet50,Height,IID,4,3,-0.0130690505,0.008525446961901646,20000
1,ResNet50,Ratio,COV,16,4,-0.029808600999999997,0.024470466900187757,20000
1,ResNet50,Height,OOD,4,4,0.12319099550000001,0.03966251495454192,20000
2,VGG19,Ratio,ADV,4,0,0.09504286549999999,0.011747869621264822,20000
5,ResNet50,Height,OOD,2,3,0.05647981,0.008220894280047889,20000
3,VGG19,Height,ADV,2,2,-0.08378813150000002,0.02807402443994596,20000
1,ResNet50,Height,COV,8,1,-0.02484043,0.005498422750232612,20000
5,VGG19,Height,COV,16,0,-0.019757293,0.019418759391681802,20000
2,ResNet50,Ratio,COV,2,3,0.00036948799999999746,0.0005113324270892104,20000
4,VGG19,Ratio,ADV,8,1,0.094081429,0.01309769782684928,20000
5,VGG19,Height,OOD,4,3,0.12263627449999999,0.026720398545393098,20000
5,VGG19,Ratio,COV,16,3,0.007366142999999997,0.023544116736010406,20000
2,VGG19,Ratio,OOD,16,0,-0.29717512450000005,0.060671134484388586,20000
2,VGG19,Height,COV,16,3,0.03944286450000001,0.011876754357677507,20000
5,ResNet50,Ratio,ADV,8,1,0.07556026999999998,0.020896026198537,20000
5,VGG19,Ratio,COV,2,2,-0.003915196000000002,0.0009891805594195494,20000
3,ResNet50,Ratio,OOD,16,2,-0.3707720115,0.06970228632607513,20000
3,ResNet50,Ratio,IID,4,1,-0.0009444675000000009,0.0007709496811505012,20000
4,ResNet50,Ratio,OOD,4,2,-0.22390502699999998,0.07219603680797967,20000
2,VGG19,Height,IID,16,2,-0.166959571,0.07252379816222425,20000
3,ResNet50,Height,ADV,16,3,-0.3569859575,0.0641359561001277,20000
5,VGG19,Ratio,IID,16,2,0.0767401775,0.018266534475557265,20000
5,VGG19,Height,IID,16,1,-0.0842545075,0.04786494302994891,20000
2,VGG19,Height,OOD,8,0,-0.042158871,0.05673330623766716,20000
1,ResNet50,Ratio,IID,8,4,0.0196109645,0.0034119898911492874,20000
2,VGG19,Ratio,IID,2,4,0.004644753499999998,0.0001718707966990732,20000
5,VGG19,Ratio,COV,4,4,0.0002900584999999978,0.0008041385675899556,20000
4,VGG19,Ratio,IID,8,3,0.043872621,0.005101776020271336,20000
5,VGG19,Ratio,OOD,8,1,-0.31627832749999996,0.05831522828634195,20000
4,ResNet50,Ratio,OOD,2,4,-0.1868019515,0.033467159734023366,20000
5,ResNet50,Ratio,IID,16,4,0.045298018,0.029067284034463597,20000
1,VGG19,Ratio,ADV,8,0,0.13195161,0.02002131044061988,20000
1,VGG19,Height,IID,4,1,-0.08197715250000001,0.0287583720445087,20000
2,VGG19,Ratio,IID,4,2,0.0028872164999999977,0.0003662640306586652,20000
2,VGG19,Height,COV,2,3,0.0019533989999999998,0.00015104252433301445,20000
4,ResNet50,Height,ADV,4,1,-0.0951454955,0.04679563168354871,20000
3,VGG19,Height,IID,2,0,-0.004533158499999999,0.00026304480397907487,20000
3,VGG19,Ratio,OOD,4,0,-0.171279376,0.047803613049123256,20000
3,VGG19,Height,ADV,4,4,-0.0209918065,0.015297705558979389,20000
2,ResNet50,Height,IID,8,4,0.002195235999999998,0.012072778478168174,20000
3,ResNet50,Height,COV,2,1,-0.007010132500000002,0.0009103755104529634,20000
5,ResNet50,Height,COV,8,0,-0.0154446575,0.01199129947131626,20000
1,ResNet50,Height,OOD,2,2,0.0177745065,0.005046558064089646,20000
5,ResNet50,Ratio,IID,8,3,0.052460390499999995,0.004411050094457212,20000
2,ResNet50,Ratio,OOD,8,0,-0.255966653,0.05384931927483132,20000
3,ResNet50,Ratio,ADV,4,3,0.080260582,0.010734716224302521,20000
3,VGG19,Ratio,ADV,16,2,-0.04505517600000001,0.009672735576707902,20000
3,ResNet50,Ratio,ADV,4,2,0.0777475275,0.01259642107324533,20000
3,VGG19,Ratio,ADV,16,3,-0.381545453,0.050981514628016214,20000
2,ResNet50,Ratio,COV,4,4,-0.012154378000000002,0.0008652824982980239,20000
5,VGG19,Height,OOD,2,4,0.17703500900000002,0.03496188768191391,20000
2,ResNet50,Ratio,OOD,8,1,-0.3273103805,0.05957650290310499,20000
5,ResNet50,Ratio,IID,8,2,0.009912230499999999,0.002553624609150336,20000
5,ResNet50,Height,COV,8,1,-0.0019404960000000003,0.013803519655626711,20000
1,ResNet50,Height,OOD,2,3,0.0279885385,0.004061204578177921,20000
4,ResNet50,Height,IID,2,4,0.005333091999999998,0.0012002172404215587,20000
5,ResNet50,Height,OOD,4,4,0.3394985625,0.09929023656356686,20000
5,ResNet50,Ratio,COV,16,4,-0.141254484,0.032354471389243286,20000
3,ResNet50,Height,COV,2,0,-0.0025380509999999986,0.0009436857725300339,20000
1,VGG19,Height,ADV,2,4,0.008044472999999996,0.0003885901175281502,20000
3,VGG19,Ratio,OOD,4,1,-0.25776085299999996,0.0646284089256087,20000
3,VGG19,Height,IID,2,1,-0.0022916320000000018,0.0022804178458888627,20000
3,VGG19,Ratio,COV,8,4,-0.014116714000000002,0.0011215116482246137,20000
4,ResNet50,Height,ADV,4,0,-0.024608132499999998,0.009131870455460158,20000
2,VGG19,Height,COV,2,2,-0.008478322000000003,0.0008867982482667438,20000
2,VGG19,Ratio,IID,4,3,-0.0017428565000000024,0.00019339344719776724,20000
1,VGG19,Height,IID,4,0,0.008563483500000002,0.00014824249216483523,20000
1,VGG19,Ratio,ADV,8,1,0.035417948000000005,0.004499652977038133,20000
5,VGG19,Ratio,OOD,8,0,-0.24300649800000002,0.05260747353682245,20000
4,VGG19,Ratio,IID,8,2,0.005937387499999998,0.0005466573108753835,20000
2,VGG19,Height,COV,4,4,0.007840113999999997,0.0017540832945017314,20000
2,VGG19,Height,OOD,8,1,0.070174597,0.041162702283942205,20000
5,VGG19,Ratio,IID,16,3,0.1461208,0.01573452840746045,20000
5,VGG19,Height,IID,16,0,-0.0162787145,0.025419081379101236,20000
3,ResNet50,Height,ADV,16,2,-0.297328434,0.09281630268309167,20000
2,VGG19,Height,IID,16,3,-0.13227897600000002,0.05708027250025619,20000
1,ResNet50,Ratio,IID,16,4,0.06534599049999999,0.01004059665683175,20000
4,ResNet50,Ratio,OOD,4,3,-0.2655994265,0.06908200886055949,20000
3,ResNet50,Ratio,IID,4,0,0.007115067,0.0007550572124361356,20000
3,ResNet50,Ratio,OOD,16,3,-0.384472147,0.04782901990527585,20000
5,VGG19,Ratio,COV,2,3,0.00045295649999999645,0.000399811104269321,20000
5,ResNet50,Ratio,ADV,8,0,0.194973379,0.03874191457129074,20000
3,ResNet50,Ratio,ADV,2,4,7.360399999999775e-05,0.000824404948758619,20000
2,VGG19,Ratio,OOD,16,1,-0.38008090499999997,0.06077913479935064,20000
2,VGG19,Height,COV,16,2,0.071252711,0.018628563790239888,20000
1,VGG19,Ratio,ADV,16,4,-0.1312771245,0.028157666069809933,20000
5,VGG19,Height,COV,16,1,-0.0597804275,0.02472248781923314,20000
4,VGG19,Height,IID,8,4,-0.018899313,0.010118592954295727,20000
2,ResNet50,Ratio,COV,2,2,5.1773499999997454e-05,0.0006927797843489156,20000
5,VGG19,Ratio,COV,16,2,-0.048433847,0.025204847260463754,20000
5,VGG19,Height,OOD,4,2,0.1561260405,0.07638419296999616,20000
4,VGG19,Ratio,ADV,8,0,0.0858631655,0.012507336881698633,20000
3,VGG19,Height,ADV,2,3,0.0026855534999999995,0.0005037345121292422,20000
5,ResNet50,Height,OOD,2,2,0.05645149299999999,0.020296379712226583,20000
1,ResNet50,Height,COV,8,0,-0.006507760999999999,0.004531414380075899,20000
2,VGG19,Ratio,ADV,4,1,-0.0013226845000000008,0.0005728419448657075,20000
4,ResNet50,Height,IID,4,2,-0.06813594499999999,0.033984482417887936,20000
3,ResNet50,Height,OOD,8,3,0.21656514000000002,0.04855356434270753,20000
4,VGG19,Height,ADV,16,0,-0.0569593075,0.05654292207929963,20000
1,VGG19,Ratio,IID,8,3,0.032335240999999994,0.001314068937538798,20000
3,VGG19,Height,ADV,16,3,-0.4026102975,0.06796500306001936,20000
1,VGG19,Height,ADV,4,2,-0.09742364749999999,0.029058014380319724,20000
4,VGG19,Height,ADV,16,2,-0.348045215,0.12318429250170895,20000
1,VGG19,Height,ADV,4,0,-0.017754118,0.0029643547423391877,20000
3,VGG19,Height,ADV,16,1,-0.2465842,0.1132801022613127,20000
1,VGG19,Ratio,IID,8,1,0.003307027999999999,0.001385334702502336,20000
1,ResNet50,Height,COV,8,2,0.008854304499999998,0.00550932199244587,20000
3,ResNet50,Height,COV,4,4,-0.012932873500000002,0.004235984933144691,20000
5,ResNet50,Height,OOD,2,0,0.10835989200000001,0.03158072856666677,20000
3,VGG19,Height,ADV,2,1,0.003288044499999999,0.001564618157098874,20000
4,ResNet50,Height,IID,4,0,-0.008253091499999999,0.0016582053120232493,20000
1,ResNet50,Height,IID,16,4,-0.051815466000000004,0.04231608983464466,20000
3,ResNet50,Height,OOD,8,1,0.16691546,0.049319373245260666,20000
2,VGG19,Ratio,ADV,4,3,0.002998792999999997,0.0022433056582860608,20000
2,VGG19,Height,COV,16,0,0.026548466500000006,0.009860653903718581,20000
2,VGG19,Ratio,OOD,16,3,-0.37399242850000003,0.051701535201537634,20000
4,VGG19,Ratio,ADV,8,2,0.095088606,0.013629751362204843,20000
5,VGG19,Height,OOD,4,0,0.193598474,0.044516751089835584,20000
5,VGG19,Ratio,COV,16,0,-0.029588299499999998,0.016571141024124544,20000
2,ResNet50,Ratio,COV,2,0,0.006963124500000001,0.0003835509335791791,20000
5,VGG19,Height,COV,16,3,-0.063317506,0.02135018099943998,20000
5,VGG19,Ratio,COV,2,1,0.005075531999999998,0.00024869228223108855,20000
3,ResNet50,Ratio,OOD,16,1,-0.38467675949999997,0.05803897140982441,20000
5,ResNet50,Ratio,ADV,8,2,0.106698831,0.019626961435045255,20000
4,ResNet50,Ratio,COV,8,4,-0.019967030000000007,0.0023537426988540413,20000
3,ResNet50,Ratio,IID,4,2,0.002320657999999998,0.0008888633031422053,20000
4,ResNet50,Ratio,OOD,4,1,-0.2856134410000001,0.06830003280128995,20000
4,ResNet50,Height,ADV,16,4,-0.157726405,0.08075696224843763,20000
1,VGG19,Height,IID,2,4,0.0011978679999999982,0.0002231958024747002,20000
5,VGG19,Height,IID,16,2,-0.15046176099999997,0.06281108249679329,20000
5,VGG19,Ratio,IID,16,1,0.07450755450000002,0.019479491856967335,20000
2,VGG19,Height,IID,16,1,-0.10273864800000002,0.04084403910434712,20000
3,ResNet50,Height,ADV,16,0,-0.106988525,0.045153339463587426,20000
4,ResNet50,Height,ADV,2,4,0.00036953099999999814,0.0025332701278564314,20000
2,VGG19,Height,OOD,8,3,0.0990126365,0.044422706035845715,20000
5,VGG19,Ratio,OOD,8,2,-0.291162195,0.06805600044653422,20000
4,VGG19,Ratio,IID,8,0,3.2804500000000306e-05,0.0012563611910293333,20000
4,VGG19,Height,ADV,8,4,-0.009431197,0.04672941088838177,20000
3,ResNet50,Ratio,IID,2,4,-0.0031367090000000027,0.0009712721573871827,20000
4,ResNet50,Ratio,ADV,16,4,-0.1431682025,0.037269527791683583,20000
1,VGG19,Height,IID,16,4,0.03205144449999999,0.004500071616589259,20000
1,VGG19,Ratio,ADV,8,3,0.040632023999999996,0.034380841355961374,20000
1,VGG19,Height,IID,4,2,-0.03522344300000001,0.013853727783684983,20000
3,VGG19,Height,IID,2,3,0.0014767834999999997,0.0001412600461714372,20000
3,VGG19,Ratio,OOD,4,3,-0.24314824749999997,0.06277550197485281,20000
2,VGG19,Ratio,IID,4,1,0.0071425264999999995,0.00013199339335146523,20000
2,VGG19,Height,COV,2,0,0.0025471335000000015,0.0001920170871625363,20000
4,ResNet50,Height,ADV,4,2,-0.16711009100000002,0.06641816223826325,20000
1,ResNet50,Height,OOD,2,1,0.061241522,0.010787699650156033,20000
5,ResNet50,Height,COV,8,3,-0.004780207000000002,0.007495054731683733,20000
3,ResNet50,Height,COV,2,2,-0.013855148500000001,0.0022701094889724114,20000
5,ResNet50,Ratio,IID,8,0,0.004964984500000001,0.004989860350247254,20000
2,ResNet50,Ratio,OOD,8,3,-0.3130123000000001,0.048880326083483916,20000
3,VGG19,Ratio,ADV,16,1,-0.118188419,0.023459479804340815,20000
3,ResNet50,Ratio,ADV,4,0,0.152290344,0.024248376550269256,20000
3,VGG19,Ratio,ADV,16,0,0.539987845,0.057977172482059726,20000
3,ResNet50,Ratio,ADV,4,1,0.0109420075,0.0031223824705084867,20000
2,ResNet50,Ratio,OOD,8,2,-0.31919412150000004,0.0715206975136937,20000
5,ResNet50,Ratio,IID,8,1,0.028735886999999998,0.006886641861616335,20000
1,VGG19,Height,COV,16,4,0.004299735499999999,0.004285249578533962,20000
3,ResNet50,Height,COV,2,3,-0.0036425905,0.0007989254519869128,20000
1,ResNet50,Ratio,ADV,8,4,-0.129117208,0.03240529707473842,20000
2,VGG19,Ratio,ADV,2,4,0.004975828999999998,0.00017584103449448397,20000
1,ResNet50,Height,OOD,2,0,0.0416524505,0.007830316167528458,20000
5,ResNet50,Height,COV,8,2,-0.0369147015,0.014842838061294005,20000
4,ResNet50,Height,ADV,4,3,-0.024593405999999998,0.027135503888343467,20000
2,VGG19,Height,COV,2,1,0.0063386994999999995,0.000179776116719535,20000
2,VGG19,Ratio,IID,4,0,0.007467162,0.00033946647005925743,20000
3,VGG19,Ratio,OOD,4,2,-0.2079523865,0.06761339058835927,20000
3,VGG19,Height,IID,2,2,-0.048458307,0.0168046007496611,20000
1,VGG19,Height,IID,4,3,-0.0097051535,0.001433811602326552,20000
1,VGG19,Ratio,ADV,8,2,0.0762873575,0.007685120960160212,20000
4,VGG19,Ratio,IID,8,1,-0.006222433000000001,0.0019922260231316686,20000
5,VGG19,Ratio,OOD,8,3,-0.30427402400000003,0.05121154129192233,20000
2,VGG19,Height,OOD,8,2,-0.08273146799999999,0.05646984363671701,20000
3,VGG19,Ratio,OOD,2,4,-0.15331271150000003,0.029976134960270594,20000
2,ResNet50,Height,ADV,8,4,0.001460053999999998,0.029490781331963742,20000
3,VGG19,Height,IID,4,4,0.005088324999999999,0.0020222587575422324,20000
3,ResNet50,Height,ADV,16,1,-0.227140529,0.09245661970461541,20000
2,VGG19,Height,IID,16,0,-0.0195859075,0.007246188365214651,20000
5,VGG19,Height,IID,16,3,-0.11891981700000001,0.048563813808276984,20000
5,VGG19,Ratio,IID,16,0,-0.050999965499999994,0.02416982557442245,20000
4,ResNet50,Ratio,OOD,4,0,-0.195285757,0.05140895998569634,20000
3,ResNet50,Ratio,IID,4,3,0.003498179999999997,0.0006558969500250969,20000
1,ResNet50,Height,COV,16,4,-0.023718021500000002,0.01970617557847932,20000
5,ResNet50,Ratio,ADV,8,3,0.018410672499999996,0.04664009125831548,20000
3,ResNet50,Ratio,OOD,16,0,-0.30440907149999996,0.05749837648779727,20000
5,VGG19,Ratio,COV,2,0,0.0026780755000000004,0.0002709824270826523,20000
5,VGG19,Ratio,COV,16,1,0.0194890625,0.012968111982345232,20000
5,VGG19,Height,OOD,4,1,0.1987298555,0.055465423766422516,20000
4,VGG19,Ratio,ADV,8,3,0.024325999499999997,0.04738332910884621,20000
2,ResNet50,Ratio,COV,2,1,0.002403456499999999,0.0005144854076679921,20000
5,VGG19,Height,COV,16,2,-0.07360284650000001,0.026491527480266442,20000
5,VGG19,Height,COV,8,4,0.003459756999999998,0.003918990263654156,20000
2,VGG19,Height,COV,16,1,0.0272963885,0.010743254313257745,20000
2,VGG19,Ratio,OOD,16,2,-0.36401712750000004,0.0723466945016289,20000
2,VGG19,Ratio,ADV,4,2,0.04162920199999999,0.0029312963731218467,20000
3,ResNet50,Height,OOD,8,0,0.202117413,0.04805623263150924,20000
4,ResNet50,Height,IID,4,1,-0.11322066399999998,0.05340570364123129,20000
1,ResNet50,Height,COV,8,3,-0.0058768860000000004,0.004150605006653361,20000
3,VGG19,Height,ADV,2,0,-0.007833039999999998,0.0015445892696818973,20000
5,ResNet50,Height,OOD,2,1,0.161257954,0.043887199060307,20000
1,VGG19,Ratio,IID,8,0,-0.0011218239999999993,0.0009395182469453703,20000
3,VGG19,Height,ADV,16,0,-0.05842951949999999,0.046984719692339146,20000
1,VGG19,Height,ADV,4,1,-0.0599755145,0.0234643017215114,20000
4,VGG19,Height,ADV,16,3,-0.5412348945000001,0.12178113655204555,20000
