BarChartType,ModelName,SamplingTarget,SamplingMethod,DownsamplingLevel,RunIndex,TotalRows,MeanDiff,VarianceDiff,MaxDiff,MinDiff
5,ResNet50,Ratio,OOD,2,4,20000,0.17604650700000002,0.024849567104244165,0.6088500000000001,9.99999999995449e-06
5,VGG19,Height,IID,8,2,20000,0.14909265800000002,0.04749971276237308,0.8304400000000001,0.0
4,VGG19,Ratio,COV,16,4,20000,0.12464355049999999,0.009964816168857344,0.51671,9.99999999995449e-06
4,VGG19,Height,OOD,4,4,20000,0.17486153899999998,0.016332398381690563,0.5572999999999999,1.0000000000065512e-05
2,ResNet50,Height,OOD,2,3,20000,0.0644287565,0.004190132179107633,0.5307700000000001,0.0
3,VGG19,Ratio,ADV,8,3,20000,0.25921873,0.026657616486061526,0.85677,1.0000000000065512e-05
3,ResNet50,Height,IID,4,3,20000,0.055486236499999994,0.006235667730017576,0.40686999999999995,0.0
4,ResNet50,Height,OOD,8,2,20000,0.174279734,0.022883007565257504,0.75815,0.0
1,VGG19,Ratio,OOD,4,3,20000,0.2182764385,0.04968588521739133,0.69704,0.0
1,VGG19,Ratio,OOD,16,0,20000,0.301407869,0.05883936766127124,0.8162900000000001,0.0
4,ResNet50,Ratio,ADV,8,1,20000,0.12136390649999998,0.00679780279244391,0.5582,3.999999999992898e-05
4,VGG19,Height,OOD,2,2,20000,0.047261918,0.003159819559169238,0.35058,0.0
2,ResNet50,Ratio,IID,4,1,20000,0.019552635499999995,0.00035430979566892574,0.20647000000000004,0.0
5,VGG19,Ratio,ADV,2,4,20000,0.021122088,0.00042313074196735444,0.20426999999999995,0.0
5,ResNet50,Ratio,OOD,4,2,20000,0.1948786805,0.05178268731534973,0.78339,0.0
2,ResNet50,Height,COV,8,0,20000,0.055318862999999996,0.00722459994840464,0.5015000000000001,0.0
4,ResNet50,Height,COV,2,1,20000,0.021004396,0.00041208436232329925,0.20972000000000002,0.0
2,VGG19,Height,ADV,4,3,20000,0.0716284095,0.015899335973634167,0.5918599999999999,0.0
5,ResNet50,Height,IID,8,4,20000,0.06938263300000001,0.01088165791146291,0.74302,0.0
4,VGG19,Height,OOD,16,4,20000,0.22743877099999998,0.02586370623085118,0.7776599999999999,9.99999999995449e-06
3,VGG19,Ratio,IID,8,1,20000,0.03372839800000001,0.0005878383758823941,0.16264,0.0
3,ResNet50,Height,ADV,4,1,20000,0.1464194055,0.036827623364269715,0.90274,0.0
2,VGG19,Ratio,OOD,8,3,20000,0.31876892799999995,0.060714799645392746,0.8013,0.01963000000000001
1,ResNet50,Ratio,OOD,2,3,20000,0.076661695,0.011883437389326575,0.5711900000000001,0.0
3,VGG19,Height,COV,2,4,20000,0.011464278999999999,0.00010645026777354848,0.14232999999999996,0.0
1,VGG19,Height,OOD,8,0,20000,0.19376254799999998,0.028024247197457733,0.6304,9.99999999995449e-06
2,ResNet50,Ratio,IID,16,4,20000,0.114290956,0.01068353360562633,0.46336,0.0
3,ResNet50,Ratio,COV,2,3,20000,0.0170259215,0.00029629647363452026,0.3025,0.0
4,ResNet50,Height,OOD,16,2,20000,0.23591244499999997,0.021272689587441215,0.82574,7.999999999996898e-05
5,VGG19,Ratio,IID,4,0,20000,0.017802099499999998,0.00048249234858452724,0.35208,0.0
4,VGG19,Ratio,OOD,4,2,20000,0.198662098,0.06102345978883777,0.81263,0.0
5,VGG19,Height,ADV,8,0,20000,0.1245261035,0.030374848978441126,0.7369600000000001,0.0
3,ResNet50,Ratio,ADV,16,3,20000,0.38112906300000005,0.04778937929337661,0.7894599999999999,0.08554999999999999
2,ResNet50,Ratio,IID,16,0,20000,0.14674338699999998,0.014422601553765887,0.54498,8.999999999997899e-05
5,VGG19,Height,ADV,8,4,20000,0.09262755550000001,0.012461042286693818,0.5420799999999999,0.0
2,ResNet50,Ratio,ADV,2,1,20000,0.016154681,0.0002138842183191547,0.14666,0.0
5,VGG19,Ratio,IID,4,4,20000,0.022773647999999997,0.0010635005115676665,0.30144000000000004,0.0
4,VGG19,Ratio,COV,8,3,20000,0.011387553500000001,0.00021441149083417833,0.30693000000000004,0.0
3,VGG19,Height,COV,2,0,20000,0.012089705499999999,0.00010218642904972271,0.09115000000000006,0.0
1,ResNet50,Height,ADV,8,3,20000,0.25521403149999994,0.03953598754163898,0.9486399999999999,9.999999999982245e-06
3,ResNet50,Height,OOD,16,2,20000,0.2286002345,0.02188298131760601,0.80501,2.0000000000020002e-05
2,VGG19,Height,IID,2,3,20000,0.007885541999999999,5.290823209784068e-05,0.08211999999999997,0.0
2,VGG19,Ratio,COV,4,2,20000,0.012240134999999997,0.0004966226516943559,0.5179100000000001,0.0
1,VGG19,Height,OOD,8,4,20000,0.19283657899999998,0.020269047952284333,0.60023,0.0
1,VGG19,Height,COV,4,1,20000,0.013025633500000001,0.00018927859986867145,0.11573999999999995,0.0
2,ResNet50,Ratio,COV,16,1,20000,0.1130557535,0.008440125766060538,0.4748,0.0
2,ResNet50,Height,OOD,4,1,20000,0.16663047150000002,0.018326260939949723,0.75873,0.0
5,ResNet50,Height,IID,8,0,20000,0.13203100699999998,0.013121756912081645,0.57436,0.0
4,VGG19,Height,OOD,16,0,20000,0.21637197149999998,0.02025158057204684,0.65239,1.0000000000065512e-05
2,ResNet50,Height,COV,8,4,20000,0.0393269275,0.0030763958984096566,0.34652000000000005,0.0
3,ResNet50,Height,IID,2,1,20000,0.0498096075,0.003952529075394738,0.41122,0.0
3,VGG19,Height,OOD,16,3,20000,0.3174629965,0.04975530754139311,0.8304400000000001,0.0
1,VGG19,Ratio,OOD,2,1,20000,0.059959348999999995,0.008550422841008237,0.37268,0.0
2,VGG19,Ratio,ADV,16,1,20000,0.172708106,0.022214211575171297,0.6389199999999999,0.006749999999999978
1,VGG19,Ratio,OOD,16,4,20000,0.496230207,0.07063723120603667,0.87926,0.00358
5,VGG19,Ratio,ADV,2,0,20000,0.023702960999999998,0.0008308302062827957,0.32044,0.0
5,ResNet50,Ratio,COV,8,3,20000,0.024266171000000003,0.0007724146288301982,0.29631,0.0
1,ResNet50,Height,IID,8,1,20000,0.066923526,0.009506373531243926,0.52112,0.0
2,VGG19,Height,ADV,2,1,20000,0.0325233615,0.0029093184459476535,0.30829,0.0
4,ResNet50,Height,COV,4,3,20000,0.0369994865,0.0028724067024864376,0.3901,9.99999999995449e-06
2,ResNet50,Height,IID,16,3,20000,0.148803183,0.04606207479913867,1.09698,0.0
1,VGG19,Ratio,COV,8,2,20000,0.012242904499999997,0.00037011093641569845,0.43609000000000003,0.0
4,VGG19,Height,OOD,4,0,20000,0.13273194700000002,0.012085391706564386,0.45948,0.0
4,VGG19,Ratio,COV,16,0,20000,0.08679816899999998,0.008923090838449294,0.8825999999999999,0.0
5,ResNet50,Ratio,OOD,2,0,20000,0.055871256999999994,0.005566946563858118,0.51328,0.0
2,ResNet50,Ratio,IID,2,3,20000,0.014832118,0.00027639315157165496,0.30223,0.0
3,VGG19,Ratio,OOD,16,3,20000,0.3764607705,0.04994998135309919,0.7919999999999999,0.06755
3,ResNet50,Ratio,OOD,8,4,20000,0.406653587,0.0681519005202995,0.85426,0.0
3,ResNet50,Ratio,COV,4,1,20000,0.021816663,0.0003551438982493442,0.32916,0.0
5,VGG19,Ratio,IID,2,2,20000,0.016112761499999996,0.000635526798279041,0.48260000000000003,0.0
2,ResNet50,Height,COV,16,2,20000,0.1146505065,0.011434078480132464,0.59091,9.99999999995449e-06
4,VGG19,Ratio,OOD,2,0,20000,0.0371536315,0.003449379696762041,0.33401000000000003,0.0
3,VGG19,Height,OOD,8,3,20000,0.222935196,0.031553070825772925,0.7503500000000001,1.0000000000065512e-05
5,ResNet50,Height,ADV,8,2,20000,0.28788531999999994,0.06153662204657003,1.01365,1.0000000000010001e-05
1,ResNet50,Ratio,COV,8,4,20000,0.030884974,0.001531158369997816,0.31062999999999996,0.0
2,VGG19,Ratio,COV,2,4,20000,0.019063883500000003,0.00027985252602973066,0.18974999999999997,0.0
1,ResNet50,Ratio,OOD,4,1,20000,0.228490567,0.04277441999236797,0.78982,0.0
3,ResNet50,Height,ADV,2,3,20000,0.0338184275,0.0013188343113878186,0.3076899999999999,9.99999999995449e-06
4,VGG19,Ratio,IID,16,1,20000,0.1567127665,0.014121019057264352,0.54131,1.0000000000065512e-05
4,VGG19,Ratio,IID,16,0,20000,0.155790915,0.01581812348137686,0.57684,1.0000000000010001e-05
3,ResNet50,Height,ADV,2,2,20000,0.137161047,0.04758928695562135,0.76347,0.0
1,ResNet50,Ratio,OOD,4,0,20000,0.154069648,0.031735020085740535,0.6635500000000001,0.0
5,ResNet50,Height,ADV,8,3,20000,0.38808626449999994,0.0646271414624042,0.91964,3.0000000000002247e-05
3,VGG19,Height,OOD,8,2,20000,0.187634594,0.022334244999854924,0.7271299999999999,2.999999999997449e-05
2,VGG19,Height,IID,4,4,20000,0.0279499525,0.0023923017736514163,0.29933,0.0
4,VGG19,Ratio,OOD,2,1,20000,0.080981788,0.013157366463676353,0.47422000000000003,0.0
2,ResNet50,Height,COV,16,3,20000,0.113390834,0.01054355739990438,0.55294,1.0000000000010001e-05
5,VGG19,Ratio,IID,2,3,20000,0.015217047499999999,0.0001916847986176748,0.20018999999999998,0.0
3,ResNet50,Ratio,COV,4,0,20000,0.022013534999999997,0.0004586160548865204,0.31494,0.0
2,ResNet50,Ratio,IID,2,2,20000,0.0160188735,0.00041957416735436553,0.42335,0.0
4,VGG19,Height,COV,8,4,20000,0.035212491,0.0037865950937296,0.40922000000000003,0.0
5,ResNet50,Ratio,OOD,2,1,20000,0.11198611899999998,0.020154832114623395,0.5636,0.0
3,VGG19,Ratio,OOD,16,2,20000,0.3730023295,0.07082234705977189,0.88927,0.0
4,VGG19,Ratio,COV,16,1,20000,0.10021944,0.009606673907491774,0.45448000000000005,0.0
4,VGG19,Height,OOD,4,1,20000,0.12217610549999999,0.013537508984317057,0.47356,0.0
1,VGG19,Ratio,COV,8,3,20000,0.009791145999999997,0.00012851064209878647,0.18195000000000006,0.0
2,ResNet50,Height,IID,16,2,20000,0.159396331,0.03296218742002936,1.27078,0.0
4,ResNet50,Height,COV,4,2,20000,0.0421543485,0.0024986719295220137,0.34793,0.0
2,VGG19,Height,ADV,2,0,20000,0.029366399999999997,0.004127633749917478,0.36306,0.0
1,ResNet50,Height,IID,8,0,20000,0.052863919499999995,0.0018607061422396239,0.2943,0.0
5,ResNet50,Ratio,COV,8,2,20000,0.036232764,0.0034022908922949086,0.66877,0.0
2,ResNet50,Ratio,IID,4,4,20000,0.0203108755,0.0007345565249447563,0.54678,0.0
5,VGG19,Ratio,ADV,2,1,20000,0.010608697,0.00011299522179327983,0.15261000000000002,0.0
4,ResNet50,Ratio,ADV,8,4,20000,0.17773062100000003,0.014082905611554924,0.45972,6.0000000000004494e-05
2,VGG19,Ratio,ADV,16,0,20000,0.5383075264999999,0.057766858232798965,0.89133,0.06847999999999999
1,VGG19,Ratio,OOD,2,0,20000,0.0319489505,0.00270609246617684,0.30785999999999997,0.0
3,VGG19,Height,OOD,16,2,20000,0.229081738,0.01908144440446959,0.7518,9.99999999995449e-06
3,ResNet50,Height,IID,2,0,20000,0.025679884500000003,0.0005252851134173295,0.24390999999999996,0.0
4,VGG19,Height,OOD,16,1,20000,0.2210247905,0.03019819933294271,0.73292,9.99999999995449e-06
5,ResNet50,Height,IID,8,1,20000,0.1221919785,0.03726679922820209,0.76444,0.0
2,ResNet50,Height,OOD,4,0,20000,0.1742920715,0.020022889026155073,0.63776,2.0000000000020002e-05
2,ResNet50,Ratio,COV,16,0,20000,0.09638572100000001,0.009139628591369716,0.8094199999999999,9.99999999995449e-06
4,ResNet50,Height,COV,2,4,20000,0.021709216,0.0006206044481177548,0.25925,0.0
1,VGG19,Height,COV,4,0,20000,0.011765270500000003,0.00022781356899527908,0.11434,0.0
3,VGG19,Ratio,IID,8,4,20000,0.022441150999999996,0.0009948001942349076,0.26615,0.0
3,ResNet50,Height,OOD,16,3,20000,0.287364204,0.044801389272540126,0.8116,0.0
2,VGG19,Ratio,COV,4,3,20000,0.0077280445,0.00011624616093906802,0.21209,0.0
2,VGG19,Height,IID,2,2,20000,0.0804340125,0.026099820687279333,0.64003,0.0
3,VGG19,Height,COV,2,1,20000,0.0164386315,0.00016257971804811133,0.11131999999999997,0.0
3,ResNet50,Height,ADV,4,4,20000,0.09402729950000001,0.013093739183931568,0.56712,2.0000000000020002e-05
1,ResNet50,Height,ADV,8,2,20000,0.195879594,0.04150912567204854,1.07939,0.0
2,ResNet50,Ratio,ADV,2,0,20000,0.027619665499999998,0.0009839033611511664,0.25386,0.0
4,VGG19,Ratio,COV,8,2,20000,0.013854106500000001,0.0011190174032218116,0.6773100000000001,0.0
2,ResNet50,Ratio,IID,16,1,20000,0.1636834815,0.014365136873067867,0.54539,9.99999999995449e-06
3,ResNet50,Ratio,ADV,16,2,20000,0.1521962365,0.01447595142561245,0.5063300000000001,0.0
2,ResNet50,Ratio,IID,16,3,20000,0.18934004850000002,0.017675967068206042,0.65128,2.0000000000020002e-05
3,ResNet50,Ratio,ADV,16,0,20000,0.5387820725000001,0.057905378458512916,0.89815,0.06796000000000002
3,ResNet50,Ratio,COV,2,4,20000,0.022460371,0.0005346643150881145,0.24812999999999996,0.0
4,VGG19,Ratio,COV,8,0,20000,0.015048737999999997,0.0003728939039125519,0.29784,0.0
2,ResNet50,Ratio,ADV,2,2,20000,0.017984543999999998,0.00034955481276270763,0.35992,0.0
2,VGG19,Height,IID,2,0,20000,0.012326175999999998,0.00014913893457375402,0.11257000000000006,0.0
2,VGG19,Ratio,COV,4,1,20000,0.010013876,9.535943531838994e-05,0.1693,0.0
3,ResNet50,Height,OOD,16,1,20000,0.23261604400000002,0.029711354393479904,0.83511,2.999999999997449e-05
2,VGG19,Ratio,OOD,8,4,20000,0.41453511800000004,0.07568418593604281,0.87878,0.0
1,ResNet50,Ratio,OOD,2,4,20000,0.1615858415,0.022150416787821283,0.5862099999999999,0.0
1,ResNet50,Height,ADV,8,0,20000,0.0896759685,0.016094682721398086,0.67478,0.0
3,VGG19,Height,COV,2,3,20000,0.013691595499999997,0.00013020274528664373,0.1512199999999999,0.0
1,VGG19,Height,COV,4,2,20000,0.0175973425,0.0003758240652059508,0.11053999999999997,0.0
3,ResNet50,Height,IID,2,2,20000,0.08902793349999999,0.027783076325140797,0.72983,0.0
3,VGG19,Height,OOD,16,0,20000,0.23729972800000002,0.02858077718706518,0.7421,1.0000000000065512e-05
2,VGG19,Height,ADV,4,4,20000,0.066734149,0.012378199475639657,0.52243,0.0
2,ResNet50,Ratio,COV,16,2,20000,0.151251041,0.010984627213736983,0.7230800000000001,1.0000000000010001e-05
5,ResNet50,Height,IID,8,3,20000,0.064036518,0.007585069442187754,0.5064,0.0
2,ResNet50,Height,OOD,4,2,20000,0.1436556165,0.016183730026231198,0.60901,1.0000000000065512e-05
4,VGG19,Height,OOD,16,3,20000,0.2241235495,0.02330811674479353,0.75329,2.0000000000020002e-05
1,VGG19,Ratio,OOD,2,2,20000,0.051085231499999995,0.0066691869781053915,0.46534000000000003,0.0
2,VGG19,Ratio,ADV,16,2,20000,0.15837291350000002,0.015333486318652417,0.47846,0.0
5,ResNet50,Ratio,COV,8,0,20000,0.027538629,0.0013126712491328104,0.46587999999999996,0.0
5,VGG19,Ratio,ADV,2,3,20000,0.012629699999999999,0.0002875006110305541,0.28673000000000004,0.0
2,VGG19,Height,ADV,2,2,20000,0.1192259,0.04654150395107714,0.79756,0.0
4,ResNet50,Height,COV,4,0,20000,0.0231852695,0.0005497072255586444,0.22729999999999995,0.0
3,VGG19,Ratio,ADV,8,4,20000,0.11820661500000001,0.014434653852844476,0.49641,0.0
2,ResNet50,Height,OOD,2,4,20000,0.12910372950000001,0.013133411107101181,0.56803,0.0
3,ResNet50,Height,IID,4,4,20000,0.042150217,0.003147495286277236,0.41717000000000004,0.0
1,ResNet50,Height,IID,8,2,20000,0.11299426749999998,0.020814252865516608,0.57077,0.0
1,VGG19,Ratio,COV,8,1,20000,0.0123445575,0.0004096356598271868,0.35640000000000005,0.0
1,VGG19,Ratio,OOD,4,4,20000,0.3227014815,0.05676890452112624,0.78703,0.0
2,ResNet50,Height,IID,16,0,20000,0.101224588,0.0074891584438624694,0.46849,0.0
5,ResNet50,Height,IID,16,4,20000,0.1430399105,0.01267857408284112,0.6853499999999999,0.0
3,VGG19,Ratio,OOD,16,0,20000,0.299059548,0.06129151470134088,0.84147,0.0
5,ResNet50,Ratio,OOD,2,3,20000,0.075291041,0.010731679005336513,0.63306,0.0
2,ResNet50,Ratio,IID,2,0,20000,0.015421713499999998,0.0002603492015489946,0.25607,0.0
4,VGG19,Height,OOD,4,3,20000,0.11086727900000001,0.010133579613036821,0.39936,0.0
4,VGG19,Ratio,COV,16,3,20000,0.103275542,0.007587527083280367,0.61483,0.0
3,ResNet50,Ratio,COV,4,2,20000,0.021911535500000003,0.0006999739854265112,0.50556,0.0
4,ResNet50,Ratio,IID,8,4,20000,0.04562604299999999,0.003857040521928253,0.43676000000000004,0.0
2,ResNet50,Height,COV,16,1,20000,0.09690582099999999,0.011025613733322587,0.59517,1.0000000000010001e-05
4,VGG19,Ratio,OOD,2,3,20000,0.05603331499999999,0.006326215949818322,0.5520700000000001,0.0
2,ResNet50,Ratio,ADV,4,4,20000,0.0351820155,0.0010896006129434035,0.32543999999999995,0.0
5,VGG19,Ratio,IID,2,1,20000,0.0113540925,0.0001433060345181686,0.12819000000000003,0.0
1,ResNet50,Ratio,OOD,4,2,20000,0.1718417265,0.04276095173016059,0.7245900000000001,0.0
3,ResNet50,Height,ADV,2,0,20000,0.046000431,0.005640843046936636,0.41423,0.0
3,VGG19,Height,OOD,8,0,20000,0.2002559835,0.023118414983301888,0.7059900000000001,0.0
5,ResNet50,Height,ADV,8,1,20000,0.23637795099999998,0.05202949449648651,0.9351,1.0000000000010001e-05
4,VGG19,Ratio,IID,16,2,20000,0.081904407,0.010988253561076399,0.59258,0.0
1,VGG19,Height,COV,2,4,20000,0.011093973000000002,0.00011586618648459585,0.10307999999999995,0.0
4,VGG19,Ratio,IID,16,3,20000,0.1016245805,0.006891473049596452,0.62939,7.00000000000145e-05
5,ResNet50,Height,ADV,8,0,20000,0.1518484985,0.03233719895508831,0.72928,0.0
3,VGG19,Height,OOD,8,1,20000,0.19181883,0.03262248086077411,0.74535,1.0000000000010001e-05
3,ResNet50,Height,ADV,2,1,20000,0.0510113225,0.003512820971664589,0.44617,9.999999999982245e-06
5,ResNet50,Height,COV,16,4,20000,0.105809482,0.01015405445745452,0.6469900000000001,0.0
1,ResNet50,Ratio,OOD,4,3,20000,0.216549108,0.04729146899907426,0.69738,0.0
3,VGG19,Height,COV,4,4,20000,0.021613835,0.0007316340522653901,0.23134999999999994,0.0
5,VGG19,Ratio,IID,2,0,20000,0.0104675295,0.00013592376625994203,0.25595,0.0
4,VGG19,Ratio,OOD,2,2,20000,0.059826754499999996,0.00880704746990527,0.50282,0.0
2,ResNet50,Height,COV,16,0,20000,0.09646210000000001,0.010712158597119756,0.6414,2.0000000000020002e-05
4,ResNet50,Ratio,OOD,16,4,20000,0.49996931050000004,0.0704670993486468,0.88182,0.0029
3,ResNet50,Ratio,COV,4,3,20000,0.0183850175,0.0003557014881240979,0.24953999999999998,0.0
5,VGG19,Height,IID,8,4,20000,0.059351595,0.009439746396925812,0.6090300000000001,0.0
4,VGG19,Ratio,COV,16,2,20000,0.117276925,0.00985567918556372,0.5677099999999999,0.0
4,VGG19,Height,OOD,4,2,20000,0.10755324499999999,0.010806852210730532,0.48823999999999995,0.0
3,VGG19,Ratio,OOD,16,1,20000,0.38295900650000003,0.05886947096555646,0.90844,0.0
2,ResNet50,Ratio,IID,2,1,20000,0.015555263,0.00030489042869226305,0.25061999999999995,0.0
5,VGG19,Ratio,ADV,4,4,20000,0.0281884765,0.001032839827945341,0.36062000000000005,0.0
5,ResNet50,Ratio,OOD,2,2,20000,0.0720827135,0.01112552347597576,0.49595,0.0
2,ResNet50,Height,IID,16,1,20000,0.1330016045,0.0331087367324874,0.79475,0.0
1,VGG19,Ratio,COV,8,0,20000,0.0129060015,0.00012208621633781443,0.15104000000000006,0.0
1,ResNet50,Height,IID,8,3,20000,0.0445308995,0.0033808719510334388,0.3815799999999999,0.0
4,ResNet50,Height,OOD,8,4,20000,0.2273743845,0.03372173779698122,0.77592,3.999999999992898e-05
4,ResNet50,Height,COV,4,1,20000,0.0268882635,0.0009658985634977476,0.25644999999999996,0.0
2,VGG19,Height,ADV,2,3,20000,0.021318754999999998,0.0016140885258962582,0.26547,0.0
5,VGG19,Ratio,ADV,2,2,20000,0.0128777355,0.0003283411696155206,0.3509,0.0
5,ResNet50,Ratio,OOD,4,4,20000,0.3370372485,0.05443316163242584,0.7880100000000001,0.0
5,ResNet50,Ratio,COV,8,1,20000,0.030386173500000002,0.001784292609263354,0.5244800000000001,0.0
4,VGG19,Height,OOD,2,4,20000,0.0706436475,0.0044717399129463944,0.32042000000000004,0.0
2,VGG19,Ratio,ADV,16,3,20000,0.37540751550000007,0.051885533194891885,0.80214,0.0723
1,VGG19,Ratio,OOD,2,3,20000,0.05427450200000001,0.005792976647014367,0.52809,0.0
4,VGG19,Height,OOD,16,2,20000,0.2358205465,0.02031600757711519,0.78924,0.0
2,ResNet50,Height,OOD,4,3,20000,0.150789008,0.014394453167614346,0.60034,1.999999999990898e-05
5,ResNet50,Height,IID,8,2,20000,0.1611039785,0.04411633528323044,0.79135,1.0000000000010001e-05
2,ResNet50,Ratio,COV,16,3,20000,0.14854636850000003,0.008948227056980122,0.64005,1.0000000000010001e-05
3,VGG19,Height,OOD,16,1,20000,0.2329410745,0.022512916555788312,0.84854,3.999999999992898e-05
3,ResNet50,Height,IID,2,3,20000,0.023045569499999998,0.000354426427847063,0.18619999999999992,0.0
1,VGG19,Height,COV,4,3,20000,0.015813986499999995,0.000572183769161273,0.1790099999999999,0.0
1,ResNet50,Height,ADV,8,1,20000,0.22231548749999996,0.0422813072106731,0.8814500000000001,0.0
3,VGG19,Height,COV,2,2,20000,0.018592773,0.00045928358600977185,0.19972999999999996,0.0
2,VGG19,Ratio,COV,4,0,20000,0.008159813999999998,0.00019270011165098514,0.23378999999999994,0.0
2,VGG19,Height,IID,2,1,20000,0.0296078225,0.0022014968825176244,0.31599,0.0
3,ResNet50,Height,OOD,16,0,20000,0.240323862,0.02844342999413482,0.79131,0.0
4,VGG19,Ratio,OOD,4,4,20000,0.367327236,0.07307692958420935,0.85753,9.999999999996123e-06
4,VGG19,Ratio,COV,8,1,20000,0.017772147000000002,0.0007435143515879615,0.43962,0.0
4,ResNet50,Height,OOD,16,4,20000,0.24101485699999997,0.033121973614360214,0.79922,2.0000000000020002e-05
2,ResNet50,Ratio,ADV,2,3,20000,0.022592021500000004,0.00045780222223964833,0.38174,0.0
3,ResNet50,Ratio,ADV,16,1,20000,0.20476682549999997,0.02011076984021948,0.6125499999999999,0.02677999999999997
2,ResNet50,Ratio,IID,16,2,20000,0.26191040299999996,0.034011121446709605,0.70998,2.0000000000020002e-05
5,VGG19,Height,IID,2,2,20000,0.07649051600000001,0.023346778816644587,0.67344,0.0
5,ResNet50,Ratio,COV,4,1,20000,0.021657918999999998,0.000529247916585264,0.28156000000000003,0.0
3,ResNet50,Height,COV,16,0,20000,0.10819778349999999,0.012556272181761287,0.5765899999999999,0.0
5,ResNet50,Ratio,OOD,8,4,20000,0.42002893199999997,0.06610045748217372,0.8468300000000001,9.999999999982245e-06
4,VGG19,Height,COV,2,1,20000,0.0113983265,0.00012339137042291875,0.16242,0.0
4,ResNet50,Height,OOD,2,2,20000,0.044905400500000005,0.002427653153467271,0.3755799999999999,9.99999999995449e-06
4,ResNet50,Height,COV,16,4,20000,0.0919803785,0.007816862045724056,0.61178,1.0000000000010001e-05
3,VGG19,Ratio,ADV,2,3,20000,0.0141899665,0.00016606373964085896,0.22748999999999997,0.0
5,ResNet50,Height,IID,4,2,20000,0.10473798299999998,0.02411488880596204,0.72332,9.99999999995449e-06
2,ResNet50,Height,OOD,8,3,20000,0.2411133055,0.030766532492343377,0.78148,1.0000000000065512e-05
3,VGG19,Height,IID,16,0,20000,0.08325821050000001,0.0056051015469300615,0.39222999999999997,9.99999999995449e-06
4,VGG19,Height,IID,16,3,20000,0.15685998299999998,0.05435941737863824,0.9443199999999999,0.0
1,ResNet50,Ratio,COV,2,0,20000,0.0157271885,0.0001715438221915765,0.19333,0.0
2,VGG19,Ratio,COV,8,0,20000,0.018748126,0.00043405892507438073,0.32646000000000003,0.0
1,ResNet50,Height,ADV,4,1,20000,0.082209035,0.010100609681702875,0.51046,0.0
1,VGG19,Height,COV,8,3,20000,0.026526746999999993,0.001934452220099002,0.27449,0.0
3,ResNet50,Height,IID,16,1,20000,0.14917497749999997,0.03844983992042553,0.7852399999999999,0.0
2,VGG19,Height,ADV,16,0,20000,0.12505371599999998,0.038938662665964706,0.89378,0.0
5,VGG19,Height,ADV,16,3,20000,0.39359153500000005,0.06378694914145065,0.91655,8.999999999999286e-05
5,VGG19,Ratio,ADV,16,0,20000,0.215697221,0.024529298239619,0.82472,2.0000000000020002e-05
3,ResNet50,Ratio,OOD,2,0,20000,0.058199061,0.007093197216019088,0.53309,0.0
4,ResNet50,Ratio,IID,2,3,20000,0.0190317965,0.0004935092308191302,0.3188,0.0
4,VGG19,Height,COV,16,2,20000,0.12025632800000001,0.016359079057809412,0.585,0.0
4,VGG19,Ratio,COV,4,1,20000,0.010624940499999999,0.00012076151013196733,0.22466000000000008,0.0
2,ResNet50,Ratio,OOD,16,3,20000,0.3900418665,0.046639791758839144,0.78435,0.09955
4,VGG19,Ratio,OOD,8,4,20000,0.41992842950000003,0.07666679442303977,0.88042,0.0
3,VGG19,Height,COV,16,1,20000,0.065086511,0.006541837561605009,0.37262,0.0
2,VGG19,Ratio,OOD,2,3,20000,0.062802461,0.009234463401613486,0.57523,0.0
1,ResNet50,Ratio,OOD,8,3,20000,0.31766662050000005,0.04938115287089737,0.76403,0.029590000000000005
4,VGG19,Ratio,OOD,16,2,20000,0.3673771765,0.07104023829476738,0.89816,0.0
3,VGG19,Height,COV,8,4,20000,0.0245718055,0.0018652910572180264,0.26818,0.0
3,VGG19,Ratio,COV,16,1,20000,0.1022453355,0.007978954796297249,0.44894,0.0
5,ResNet50,Height,ADV,4,0,20000,0.057821767,0.006728568827159093,0.45476,0.0
3,VGG19,Height,OOD,4,1,20000,0.127638939,0.017205538204594525,0.6282000000000001,0.0
3,VGG19,Ratio,IID,2,1,20000,0.0088244105,5.601547205609262e-05,0.09902,0.0
1,VGG19,Height,OOD,2,0,20000,0.040073435,0.0028640554126314302,0.26665000000000005,0.0
3,ResNet50,Ratio,COV,8,3,20000,0.024350621,0.0006490372397463456,0.34257000000000004,0.0
5,VGG19,Height,ADV,2,0,20000,0.0328196015,0.00348750060349638,0.35682,0.0
3,VGG19,Ratio,IID,16,0,20000,0.1312124135,0.014312164538566962,0.54508,1.0000000000010001e-05
4,ResNet50,Ratio,ADV,2,1,20000,0.022281678500000002,0.0005163217266839699,0.3418,0.0
5,VGG19,Ratio,ADV,8,4,20000,0.15609141399999998,0.015259909252103247,0.41859999999999997,1.0000000000010001e-05
5,VGG19,Height,IID,4,4,20000,0.039712413,0.0076852634472898045,0.5836600000000001,0.0
5,ResNet50,Height,OOD,16,4,20000,0.340729557,0.040041840396663565,0.74453,9.99999999995449e-06
4,VGG19,Height,OOD,8,2,20000,0.159000865,0.015375814071835288,0.5469599999999999,1.0000000000065512e-05
4,ResNet50,Height,COV,8,1,20000,0.0627292605,0.005999780490102663,0.45128,0.0
5,ResNet50,Height,IID,2,4,20000,0.023756576999999997,0.0010959722255243496,0.27164,0.0
