BarChartType,ModelName,SamplingTarget,SamplingMethod,DownsamplingLevel,RunIndex,TotalRows,MeanDiff,VarianceDiff,MaxDiff,MinDiff
2,ResNet50,Height,IID,4,1,20000,0.1228520845,0.03661665216317749,0.82855,0.0
5,ResNet50,Height,OOD,8,0,20000,0.288535527,0.05759661357955118,1.0272299999999999,1.0000000000010001e-05
3,VGG19,Height,ADV,8,1,20000,0.300505282,0.0861461231190362,1.01551,0.0
4,VGG19,Ratio,ADV,2,2,20000,0.015422554,0.0002944007189630352,0.31888000000000005,0.0
2,ResNet50,Ratio,COV,8,0,20000,0.028221382999999996,0.000858648396667152,0.41067,0.0
5,ResNet50,Height,ADV,16,2,20000,0.332511132,0.07053263466657164,1.23462,9.999999999982245e-06
1,ResNet50,Height,OOD,16,3,20000,0.23221313799999999,0.029903445972411357,0.71511,0.0
1,ResNet50,Height,COV,4,4,20000,0.028391003,0.001692393999003942,0.32367,0.0
3,ResNet50,Height,COV,8,2,20000,0.06783597749999999,0.006226558919150424,0.52489,9.99999999995449e-06
1,ResNet50,Height,OOD,8,1,20000,0.1755536515,0.024062515550288995,0.66106,0.0
5,ResNet50,Height,COV,2,3,20000,0.022857739,0.0007279683242740915,0.33172999999999997,0.0
5,VGG19,Height,COV,4,3,20000,0.032595259,0.0032261208579558312,0.44503999999999994,0.0
2,ResNet50,Ratio,OOD,2,3,20000,0.08263554349999999,0.014765745183363729,0.60962,0.0
5,ResNet50,Ratio,IID,2,0,20000,0.019703501,0.00046953481278363566,0.32255,0.0
4,VGG19,Ratio,ADV,4,4,20000,0.0236464015,0.0006199117023509205,0.2579499999999999,0.0
4,VGG19,Height,IID,4,0,20000,0.016642804500000004,0.0003252282682331883,0.18496999999999997,9.99999999995449e-06
2,VGG19,Ratio,IID,16,4,20000,0.07681021799999999,0.005698796902017548,0.43163999999999997,0.0
4,VGG19,Ratio,IID,2,0,20000,0.011800716499999999,0.00013286521505237922,0.24346,0.0
1,ResNet50,Ratio,OOD,16,1,20000,0.3838680815,0.0581203654978395,0.896,0.0
4,VGG19,Height,ADV,2,4,20000,0.019168527999999997,0.0006837454740469102,0.27549,0.0
5,ResNet50,Ratio,ADV,4,4,20000,0.0551251495,0.002032325984906891,0.46849999999999997,3.0000000000085514e-05
5,VGG19,Ratio,OOD,2,2,20000,0.065709283,0.01032447929782078,0.59409,0.0
4,ResNet50,Ratio,COV,4,2,20000,0.022579369,0.0007576666787757811,0.51265,0.0
3,ResNet50,Ratio,IID,8,4,20000,0.03589106599999999,0.001684810134700382,0.28715,0.0
1,VGG19,Ratio,ADV,2,3,20000,0.013659871999999998,0.00016091509886856083,0.15493999999999997,0.0
1,ResNet50,Ratio,IID,4,1,20000,0.018892006000000003,0.00028215772108201664,0.19411,0.0
2,VGG19,Height,COV,8,0,20000,0.033493438,0.0025571563770690445,0.4082,0.0
3,VGG19,Height,IID,8,3,20000,0.0349311245,0.0031547469640686747,0.3229099999999999,0.0
2,ResNet50,Height,ADV,4,3,20000,0.11272013099999999,0.01489312223629454,0.6126699999999999,1.999999999990898e-05
5,VGG19,Ratio,OOD,16,4,20000,0.491298197,0.06897007955489733,0.85787,0.0027599999999999986
3,VGG19,Ratio,COV,2,4,20000,0.010254386999999998,9.486153839115033e-05,0.13168999999999997,0.0
2,VGG19,Height,COV,8,2,20000,0.047570039,0.004218078397478366,0.38409000000000004,0.0
1,ResNet50,Ratio,IID,4,3,20000,0.014807591,0.00017839004798911868,0.25622,0.0
3,VGG19,Height,IID,8,1,20000,0.11047831550000001,0.035317642793957583,0.69562,0.0
2,ResNet50,Height,ADV,4,1,20000,0.1191466765,0.022304370820510403,0.6608700000000001,9.99999999995449e-06
2,VGG19,Height,OOD,16,4,20000,0.23642812749999997,0.028047373290703198,0.76135,2.0000000000020002e-05
1,VGG19,Ratio,ADV,2,1,20000,0.009474348499999998,5.7677587324914015e-05,0.10618000000000005,0.0
4,ResNet50,Ratio,COV,4,0,20000,0.025300853,0.0006905333222184987,0.40742999999999996,0.0
3,ResNet50,Ratio,IID,16,4,20000,0.1049511925,0.008498377330599403,0.47853999999999997,0.0
1,ResNet50,Ratio,OOD,16,3,20000,0.388302134,0.04746831979482565,0.7836,0.09925999999999999
4,VGG19,Ratio,IID,2,2,20000,0.010876714,0.00034459626395540513,0.45481,0.0
5,VGG19,Ratio,OOD,2,0,20000,0.03849633,0.003742762692525709,0.36088999999999993,0.0
5,ResNet50,Ratio,IID,2,2,20000,0.0242691505,0.0010329089448105826,0.6008,0.0
2,ResNet50,Ratio,OOD,2,1,20000,0.1112238775,0.02529090868159423,0.68457,0.0
5,VGG19,Height,COV,4,1,20000,0.021767491,0.0010905131010399782,0.24992999999999999,0.0
4,VGG19,Height,IID,4,2,20000,0.0898013045,0.02807119370752841,0.72762,0.0
5,VGG19,Height,OOD,8,4,20000,0.283790099,0.031700755376798964,0.63158,3.999999999992898e-05
3,ResNet50,Height,COV,8,0,20000,0.05765697749999999,0.004667264818660378,0.45307000000000003,9.99999999995449e-06
5,ResNet50,Height,COV,2,1,20000,0.027777541500000003,0.0011710784926554105,0.26634,0.0
1,ResNet50,Height,OOD,8,3,20000,0.19808002449999998,0.02347644731009004,0.65957,0.0
4,ResNet50,Height,IID,8,4,20000,0.062513192,0.008166684560169083,0.62808,0.0
1,ResNet50,Height,OOD,16,1,20000,0.243229945,0.0369077234569198,0.77383,9.99999999995449e-06
1,VGG19,Height,ADV,8,4,20000,0.075401097,0.008588132054589248,0.44755999999999996,0.0
5,ResNet50,Height,ADV,16,0,20000,0.18199240249999998,0.031565399378282115,0.8321000000000001,0.0
3,ResNet50,Ratio,ADV,8,4,20000,0.187783789,0.015190897236075201,0.5554600000000001,6.0000000000004494e-05
4,VGG19,Height,IID,2,4,20000,0.016390402999999998,0.00031170882476882914,0.19285999999999992,0.0
2,ResNet50,Ratio,COV,8,2,20000,0.0246484035,0.0022231185516337756,0.76064,0.0
4,VGG19,Ratio,ADV,2,0,20000,0.0149636485,0.00026966901889439435,0.23389,0.0
5,ResNet50,Ratio,IID,4,4,20000,0.0314231595,0.0011399983028877055,0.29162,0.0
3,ResNet50,Height,OOD,2,3,20000,0.06099633299999999,0.0038513862586960633,0.3947900000000001,0.0
1,ResNet50,Ratio,ADV,4,1,20000,0.038461782,0.001489558434126174,0.34857000000000005,0.0
2,ResNet50,Height,IID,4,3,20000,0.05450755349999999,0.007789617541146728,0.45890000000000003,0.0
3,VGG19,Height,ADV,8,3,20000,0.333524707,0.058125459324010746,0.94677,4.999999999999449e-05
5,ResNet50,Height,OOD,8,2,20000,0.246939878,0.044955328577213974,0.9625299999999999,0.0
1,ResNet50,Height,COV,2,0,20000,0.025390277499999996,0.0005120909364848162,0.18608000000000002,0.0
2,ResNet50,Height,ADV,16,4,20000,0.241338051,0.019361551559109305,0.75574,2.0000000000020002e-05
1,VGG19,Ratio,IID,2,3,20000,0.010291013500000001,6.588996798621746e-05,0.11671999999999993,0.0
2,VGG19,Height,OOD,2,1,20000,0.054421133,0.0040385695564841935,0.27139,0.0
3,VGG19,Ratio,COV,4,2,20000,0.008373050999999998,0.00014832568540566865,0.24040000000000006,0.0
1,VGG19,Height,OOD,16,1,20000,0.204000508,0.025660643479246074,0.68944,2.0000000000020002e-05
5,ResNet50,Ratio,ADV,2,0,20000,0.04301556399999999,0.002024620799751904,0.27978000000000003,0.0
5,ResNet50,Ratio,OOD,16,2,20000,0.3684037455,0.06847701140134578,0.8621899999999999,0.0
4,VGG19,Height,ADV,4,0,20000,0.0464102425,0.007229372113211815,0.47347,0.0
5,VGG19,Ratio,COV,8,3,20000,0.012780087,0.00034852624360461287,0.27049999999999996,0.0
4,VGG19,Ratio,IID,4,4,20000,0.0165709075,0.0004434406550741983,0.34984000000000004,0.0
5,VGG19,Ratio,COV,8,2,20000,0.019346489499999998,0.0020261626432935636,0.6484300000000001,0.0
4,VGG19,Height,ADV,4,1,20000,0.1031678095,0.033449256577415556,0.81982,0.0
5,ResNet50,Ratio,ADV,2,1,20000,0.020761493,0.0003918035177768401,0.22099999999999997,0.0
5,ResNet50,Ratio,OOD,16,3,20000,0.3818233375,0.04664677050534099,0.76188,0.10729
3,VGG19,Ratio,COV,4,3,20000,0.008818681,0.00011392139457996834,0.23323000000000005,0.0
1,ResNet50,Ratio,IID,2,4,20000,0.0155780315,0.000210047947377376,0.20674000000000003,0.0
2,VGG19,Ratio,IID,8,4,20000,0.0177023535,0.0005898966318076301,0.25122,0.0
1,VGG19,Height,OOD,16,0,20000,0.22029548350000006,0.03052578626701961,0.74227,0.0
2,VGG19,Height,OOD,2,0,20000,0.037780935,0.0015688632650890362,0.19037000000000004,0.0
1,VGG19,Ratio,IID,2,2,20000,0.010683102500000001,0.00010717847013300097,0.25121000000000004,0.0
5,ResNet50,Height,OOD,8,3,20000,0.262066192,0.03768653227771306,0.7822,2.0000000000020002e-05
3,VGG19,Height,ADV,8,2,20000,0.26656066700000003,0.06732251699620534,0.84141,1.0000000000010001e-05
2,ResNet50,Height,IID,4,2,20000,0.09927637099999999,0.029655563022101584,0.82162,0.0
1,ResNet50,Height,COV,2,1,20000,0.022838582,0.00033315765993227045,0.22670999999999997,0.0
1,ResNet50,Ratio,ADV,4,0,20000,0.19187670799999998,0.025820130503527865,0.56689,0.0
3,ResNet50,Height,OOD,2,2,20000,0.0641236595,0.005466663592222678,0.44187,0.0
2,ResNet50,Ratio,COV,8,3,20000,0.0189435605,0.0005247785668361814,0.31598,0.0
4,VGG19,Ratio,ADV,2,1,20000,0.010810341,0.00016638052964020085,0.18624000000000007,0.0
5,ResNet50,Height,ADV,16,1,20000,0.348399958,0.05691817765675089,1.08701,3.0000000000002247e-05
1,VGG19,Ratio,IID,4,4,20000,0.010779228000000004,8.506662442523785e-05,0.13007999999999997,0.0
1,ResNet50,Height,OOD,16,0,20000,0.22288641199999998,0.02675133605156881,0.72242,7.00000000000145e-05
5,ResNet50,Height,COV,2,0,20000,0.023274857500000003,0.0005575136932043582,0.24211000000000005,0.0
3,ResNet50,Height,OOD,4,4,20000,0.22548824450000002,0.030014212621184318,0.7709,1.0000000000065512e-05
1,ResNet50,Height,OOD,8,2,20000,0.157908455,0.015277508785292323,0.64327,9.99999999995449e-06
3,ResNet50,Ratio,COV,16,4,20000,0.16252176450000003,0.01487237589018608,0.5991,3.0000000000002247e-05
2,ResNet50,Height,IID,2,4,20000,0.019368103999999997,0.00040509053071171935,0.23684000000000005,0.0
3,ResNet50,Height,COV,8,1,20000,0.096817321,0.02026047239877293,0.61707,0.0
4,VGG19,Height,IID,4,3,20000,0.04703452599999999,0.006402110235987129,0.41717,0.0
2,ResNet50,Ratio,OOD,2,0,20000,0.048907203499999996,0.006606113324980811,0.47242,0.0
5,ResNet50,Ratio,IID,2,3,20000,0.021334677,0.0005009767051309261,0.35544,0.0
5,VGG19,Height,COV,4,0,20000,0.021810478,0.0005424937638897056,0.17137999999999998,0.0
5,VGG19,Ratio,OOD,2,1,20000,0.08079388700000001,0.01283094231508694,0.40798999999999996,0.0
1,ResNet50,Ratio,OOD,16,2,20000,0.37244531399999997,0.0686874329782902,0.8791100000000001,0.0
4,VGG19,Ratio,IID,2,3,20000,0.009052681000000002,0.00014214889832715513,0.28031000000000006,0.0
4,ResNet50,Ratio,OOD,8,4,20000,0.4454772615,0.07794526535864373,0.87925,0.0
4,ResNet50,Ratio,COV,4,1,20000,0.019482249,0.00041511356560028204,0.34621,0.0
1,VGG19,Ratio,ADV,2,0,20000,0.013617287499999998,0.00021335776092538917,0.09894000000000003,0.0
2,ResNet50,Height,ADV,4,0,20000,0.053826855,0.0074477068277903945,0.47304,0.0
3,VGG19,Height,IID,8,0,20000,0.036007436000000004,0.0013926652537585888,0.24889000000000006,0.0
1,ResNet50,Ratio,IID,4,2,20000,0.023986974000000005,0.0005768845948430623,0.28325,0.0
2,VGG19,Height,COV,8,3,20000,0.030158072499999997,0.0025466784099402273,0.32553,0.0
5,VGG19,Ratio,IID,4,2,20000,0.019360891499999998,0.000725547342477354,0.43637000000000004,0.0
4,ResNet50,Height,OOD,16,0,20000,0.2301617115,0.03154406306294886,0.8036399999999999,2.0000000000020002e-05
5,VGG19,Height,ADV,8,2,20000,0.26797982,0.07443504326511098,0.88223,9.99999999995449e-06
4,VGG19,Ratio,OOD,4,0,20000,0.1640867445,0.03832151253580393,0.69074,0.0
3,ResNet50,Ratio,COV,2,1,20000,0.0212128185,0.0003448507291675159,0.20645000000000002,0.0
1,VGG19,Height,OOD,8,2,20000,0.16180291150000004,0.023349170068571658,0.64403,0.0
3,VGG19,Ratio,IID,8,3,20000,0.011738866999999998,0.0001640903039715083,0.1497799999999999,0.0
3,ResNet50,Height,OOD,16,4,20000,0.25882343250000006,0.037868096526929435,0.78692,9.99999999995449e-06
2,VGG19,Ratio,COV,4,4,20000,0.019093778500000002,0.0003507726661412467,0.24141,0.0
1,ResNet50,Ratio,OOD,2,1,20000,0.0966412305,0.01716960282870225,0.60468,0.0
2,VGG19,Ratio,OOD,8,1,20000,0.324244033,0.06519337443833655,0.91301,0.0
3,ResNet50,Height,ADV,4,3,20000,0.10281699199999998,0.011982586280235987,0.56721,0.0
2,ResNet50,Height,COV,8,2,20000,0.07643822349999999,0.007705694461532118,0.47487999999999997,9.99999999995449e-06
2,VGG19,Height,ADV,4,1,20000,0.12078756699999998,0.041727241951238045,0.80882,0.0
4,ResNet50,Height,COV,2,3,20000,0.0219277085,0.0004706287079794281,0.2641,0.0
4,VGG19,Height,OOD,2,0,20000,0.039002369999999995,0.001642333905508367,0.25914000000000004,0.0
5,ResNet50,Ratio,OOD,4,0,20000,0.1711513675,0.0383582720154059,0.7170099999999999,0.0
2,ResNet50,Ratio,IID,4,3,20000,0.0172419825,0.0004265391921543031,0.3904899999999999,0.0
1,VGG19,Ratio,OOD,16,2,20000,0.37070620750000005,0.07050442074681941,0.88796,0.0
4,ResNet50,Ratio,ADV,8,3,20000,0.204793808,0.018542045532695905,0.93521,0.00010999999999999899
1,VGG19,Ratio,COV,8,4,20000,0.011698819000000001,0.0002829940112458034,0.18278000000000005,0.0
1,VGG19,Ratio,OOD,4,1,20000,0.22369352650000002,0.04715620349585339,0.81236,0.0
3,VGG19,Ratio,ADV,8,1,20000,0.1047848195,0.011174505141014458,0.5817599999999999,2.0000000000020002e-05
2,ResNet50,Height,OOD,2,1,20000,0.0973256965,0.01064148787707872,0.6332300000000001,0.0
3,ResNet50,Height,IID,4,1,20000,0.14068352,0.04649996847710366,0.92335,0.0
4,ResNet50,Height,OOD,8,0,20000,0.183677201,0.028341417197035618,0.8172900000000001,9.99999999995449e-06
5,VGG19,Ratio,ADV,4,0,20000,0.1704848455,0.024965644473889874,0.7982400000000001,0.0
4,VGG19,Height,COV,8,3,20000,0.057219548499999995,0.007573924334767887,0.52316,0.0
5,VGG19,Height,IID,8,0,20000,0.072300556,0.007375432216301633,0.5315300000000001,9.99999999995449e-06
5,ResNet50,Height,IID,16,1,20000,0.1571330215,0.03594630628767987,0.88371,0.0
4,ResNet50,Ratio,OOD,16,0,20000,0.303261145,0.06080110106495207,0.82636,0.0
2,ResNet50,Height,COV,16,4,20000,0.07493093649999999,0.0068946226675613695,0.54386,9.99999999995449e-06
2,ResNet50,Ratio,ADV,4,1,20000,0.040010658,0.001991382805457301,0.39397000000000004,0.0
5,VGG19,Ratio,IID,2,4,20000,0.0155011865,0.00033149021169780055,0.17704999999999993,0.0
3,ResNet50,Ratio,OOD,8,2,20000,0.31570584,0.07400033100971479,0.88278,0.0
4,ResNet50,Ratio,IID,8,1,20000,0.050308481499999995,0.001473151138156064,0.4292600000000001,9.999999999982245e-06
1,VGG19,Height,COV,2,1,20000,0.0115097405,6.812567979164934e-05,0.08825000000000005,1.0000000000010001e-05
3,VGG19,Height,COV,4,0,20000,0.016582458,0.00027067972548451243,0.10648999999999997,0.0
5,ResNet50,Height,COV,16,0,20000,0.105788367,0.01082751640488354,0.5940700000000001,2.999999999997449e-05
5,ResNet50,Height,ADV,8,4,20000,0.168577882,0.0140798300351659,0.6369499999999999,2.0000000000020002e-05
2,VGG19,Height,IID,4,3,20000,0.0350258815,0.004553658048065283,0.40407999999999994,0.0
2,VGG19,Ratio,COV,2,2,20000,0.009476639499999998,0.00023316313138860612,0.40352,0.0
1,ResNet50,Ratio,COV,8,2,20000,0.0212100685,0.0006687246708138426,0.48047,0.0
3,VGG19,Height,OOD,8,4,20000,0.229046886,0.032534520612163484,0.7626000000000001,0.0
1,ResNet50,Ratio,COV,8,3,20000,0.017729164,0.00033026309751597844,0.244,0.0
2,VGG19,Ratio,COV,2,3,20000,0.007557939000000001,9.041269754715751e-05,0.245,0.0
2,VGG19,Height,IID,4,2,20000,0.08943052449999998,0.0333372921841891,0.72514,0.0
3,VGG19,Height,COV,4,1,20000,0.015060986500000002,0.00023062899001131785,0.14697000000000005,0.0
3,ResNet50,Height,ADV,2,4,20000,0.03850808900000001,0.002644933613918788,0.40981999999999996,9.999999999996123e-06
5,ResNet50,Height,COV,16,1,20000,0.10934726049999999,0.01316590173738705,0.70014,0.0
1,VGG19,Height,COV,2,0,20000,0.010754911,6.195101618288784e-05,0.07646000000000003,0.0
4,ResNet50,Ratio,IID,8,0,20000,0.0207819505,0.00140920488617486,0.61999,0.0
3,ResNet50,Ratio,OOD,8,3,20000,0.32039058049999997,0.053224187010168546,0.78445,0.022430000000000005
2,ResNet50,Ratio,ADV,4,0,20000,0.19208217149999998,0.0287260528629629,0.6781,0.0
4,ResNet50,Ratio,OOD,16,1,20000,0.38586694000000005,0.059852759753244195,0.91047,0.0
5,ResNet50,Height,IID,16,0,20000,0.15089569149999998,0.014697681269835427,0.5797399999999999,1.0000000000010001e-05
5,VGG19,Height,IID,8,1,20000,0.1131121165,0.03477888808303947,0.75595,0.0
2,ResNet50,Ratio,IID,2,4,20000,0.021465412500000003,0.0004574698267511843,0.26466,0.0
4,VGG19,Height,COV,8,2,20000,0.067067945,0.008217860697381877,0.48818,0.0
5,VGG19,Ratio,ADV,4,1,20000,0.029891170999999998,0.0018647934376706434,0.4027200000000001,0.0
3,VGG19,Ratio,OOD,16,4,20000,0.5007297055,0.07088304069984303,0.88002,0.0010100000000000109
4,ResNet50,Height,OOD,8,1,20000,0.1701225465,0.024360770931416968,0.7624000000000001,1.0000000000065512e-05
3,ResNet50,Height,IID,4,0,20000,0.033055319,0.0011409551777471312,0.30042,0.0
2,ResNet50,Height,OOD,2,0,20000,0.080884749,0.006422403300302041,0.44697,9.99999999995449e-06
3,VGG19,Ratio,ADV,8,0,20000,0.04069811,0.002542672640839947,0.35580999999999996,0.0
4,ResNet50,Height,COV,4,4,20000,0.029523848499999998,0.001905363445666331,0.32258,0.0
2,ResNet50,Height,IID,16,4,20000,0.117796787,0.008802962986285929,0.48689000000000004,1.0000000000065512e-05
1,VGG19,Ratio,OOD,4,0,20000,0.126078494,0.02429084865208452,0.6157,0.0
4,ResNet50,Ratio,ADV,8,2,20000,0.15780486450000003,0.02037023117028015,0.67199,0.0
1,VGG19,Ratio,OOD,16,3,20000,0.374903035,0.049647700205939116,0.78617,0.08673999999999998
2,ResNet50,Ratio,IID,4,2,20000,0.020649788500000002,0.0007085884243714902,0.40656000000000003,0.0
5,ResNet50,Ratio,OOD,4,1,20000,0.256610143,0.05291824875409737,0.81033,9.999999999982245e-06
5,ResNet50,Ratio,COV,8,4,20000,0.048562702,0.003038022543326364,0.32438999999999996,0.0
4,VGG19,Height,OOD,2,1,20000,0.048255602499999994,0.0032956163741456935,0.28708,0.0
4,ResNet50,Height,COV,2,2,20000,0.0297261575,0.0011559380718437844,0.32057,0.0
2,VGG19,Height,ADV,4,0,20000,0.0347174645,0.0060319890755000105,0.39952,0.0
2,ResNet50,Height,COV,8,3,20000,0.056881381,0.004814695558200747,0.4082699999999999,0.0
3,VGG19,Height,OOD,16,4,20000,0.3206744865,0.05430452917283503,0.8267199999999999,0.0
3,ResNet50,Height,ADV,4,2,20000,0.19826829999999998,0.06226294141720112,1.10469,0.0
1,ResNet50,Height,ADV,8,4,20000,0.10714216750000001,0.008716028555204671,0.45749999999999996,1.0000000000010001e-05
2,VGG19,Ratio,OOD,8,0,20000,0.253480048,0.06006485801221865,0.8305,0.0
1,ResNet50,Ratio,OOD,2,0,20000,0.052068657,0.0060825090520389025,0.46268999999999993,0.0
3,VGG19,Ratio,IID,8,2,20000,0.013706232499999998,0.00024295180377113278,0.19134000000000007,0.0
2,VGG19,Height,IID,2,4,20000,0.012814836,0.00013512176147117773,0.11319999999999997,0.0
1,VGG19,Height,OOD,8,3,20000,0.200595084,0.027349839394232817,0.71055,9.99999999995449e-06
3,ResNet50,Ratio,COV,2,0,20000,0.023558472999999996,0.0003787319970381232,0.27204,0.0
3,ResNet50,Ratio,ADV,16,4,20000,0.2047826005,0.01615393886520558,0.56154,0.00021000000000004349
4,VGG19,Ratio,OOD,4,1,20000,0.257559166,0.06211286424175631,0.87678,0.0
5,VGG19,Height,ADV,8,3,20000,0.3376752025,0.06248063783635075,0.8935299999999999,0.0
4,ResNet50,Height,OOD,16,1,20000,0.2307940235,0.027171229149604077,0.84602,0.0
5,VGG19,Ratio,IID,4,3,20000,0.011249346500000002,0.00021009561135850808,0.25237999999999994,0.0
4,VGG19,Ratio,COV,8,4,20000,0.021930071,0.0007637375103904818,0.33119,0.0
5,VGG19,Height,ADV,8,1,20000,0.185956488,0.042976781439557736,0.7615000000000001,0.0
4,VGG19,Ratio,OOD,4,3,20000,0.245804362,0.060626419897187755,0.75685,0.0
2,ResNet50,Ratio,ADV,2,4,20000,0.019711504499999994,0.00028047936619978955,0.18389999999999995,0.0
5,VGG19,Ratio,IID,4,1,20000,0.01512337,0.0002479669211991628,0.17969000000000002,0.0
4,ResNet50,Height,OOD,16,3,20000,0.2408680175,0.0304942682875188,0.7635799999999999,4.999999999999449e-05
3,ResNet50,Ratio,COV,2,2,20000,0.019684424000000002,0.000583396943115382,0.44189,0.0
1,VGG19,Height,OOD,8,1,20000,0.194386856,0.03479089122001619,0.72096,0.0
1,VGG19,Height,COV,4,4,20000,0.015609717,0.0005152205217059954,0.1841299999999999,0.0
1,ResNet50,Ratio,OOD,2,2,20000,0.078561895,0.013199390768967426,0.52891,0.0
2,VGG19,Ratio,OOD,8,2,20000,0.303623527,0.0790388202417118,0.89651,0.0
3,ResNet50,Height,ADV,4,0,20000,0.06291704,0.007976586718944337,0.48226,0.0
3,VGG19,Ratio,IID,8,0,20000,0.016925333999999997,0.0010627692894329243,0.5037799999999999,0.0
1,VGG19,Ratio,OOD,2,4,20000,0.102985615,0.010603350948419197,0.38527999999999996,0.0
2,VGG19,Height,ADV,4,2,20000,0.18118063800000003,0.06702173908934786,0.84812,0.0
4,ResNet50,Height,COV,2,0,20000,0.0238216465,0.0005209551611820974,0.28207000000000004,0.0
2,ResNet50,Ratio,COV,16,4,20000,0.145500463,0.012137025536682482,0.5282899999999999,0.0
2,ResNet50,Height,OOD,4,4,20000,0.200330536,0.018434924332639435,0.63918,9.99999999995449e-06
3,ResNet50,Height,IID,2,4,20000,0.02632919,0.0006688318534365735,0.1984499999999999,0.0
2,ResNet50,Height,COV,8,1,20000,0.06666330749999999,0.006375297404565664,0.44058,0.0
5,ResNet50,Ratio,OOD,4,3,20000,0.2500245465,0.05399343471141999,0.7235,0.0
2,ResNet50,Ratio,IID,4,0,20000,0.015036667,0.0006604655909406582,0.5194799999999999,0.0
4,VGG19,Height,OOD,2,3,20000,0.024072960499999997,0.0005735924845246675,0.16457,0.0
2,VGG19,Ratio,ADV,16,4,20000,0.1803252195,0.01870798567514571,0.60107,2.0000000000020002e-05
4,ResNet50,Ratio,ADV,8,0,20000,0.182177078,0.022144539312617575,0.76969,2.0000000000020002e-05
1,VGG19,Ratio,OOD,16,1,20000,0.3850018945,0.0596364603139215,0.9034599999999999,0.0
1,VGG19,Ratio,OOD,4,2,20000,0.17635088200000001,0.045604744043324125,0.77351,0.0
4,ResNet50,Height,OOD,8,3,20000,0.220129794,0.03094466572090349,0.7827,9.99999999995449e-06
3,ResNet50,Height,IID,4,2,20000,0.10015447549999999,0.023365087715760704,0.68506,1.0000000000065512e-05
1,ResNet50,Height,IID,8,4,20000,0.052221764,0.00467332960704863,0.4775,0.0
2,VGG19,Height,ADV,2,4,20000,0.017314613500000003,0.0006307886380125124,0.17876999999999998,0.0
3,VGG19,Ratio,ADV,8,2,20000,0.030111526000000003,0.0010388071550190606,0.25597000000000003,0.0
2,ResNet50,Height,OOD,2,2,20000,0.06534135349999999,0.005149576771811608,0.3727499999999999,0.0
5,VGG19,Height,IID,8,3,20000,0.049733979,0.00722043701226816,0.46951,0.0
5,VGG19,Ratio,ADV,4,3,20000,0.0762198255,0.003130687249757035,0.38682000000000005,2.0000000000020002e-05
4,VGG19,Height,COV,8,0,20000,0.060859202499999994,0.009584399929545517,0.5664,9.999999999982245e-06
5,ResNet50,Height,IID,16,2,20000,0.1847364395,0.04278118428119201,0.82085,0.0
2,ResNet50,Ratio,ADV,4,2,20000,0.1266721345,0.01743358084326108,0.52851,0.0
4,ResNet50,Ratio,OOD,16,3,20000,0.38518991350000004,0.04961320641926855,0.79363,0.09320999999999999
3,ResNet50,Ratio,OOD,8,1,20000,0.321292947,0.06191441417991414,0.90235,0.0
4,ResNet50,Ratio,IID,8,2,20000,0.0220537775,0.0006527307814945663,0.35300000000000004,0.0
3,ResNet50,Ratio,COV,4,4,20000,0.025568014,0.0007203952920404082,0.22185999999999995,0.0
1,VGG19,Height,COV,2,2,20000,0.014112363499999997,0.00020710770047388958,0.11043000000000003,0.0
4,VGG19,Ratio,IID,16,4,20000,0.10300936050000001,0.006776788167184322,0.45965,0.0
2,VGG19,Height,IID,4,0,20000,0.0135602285,0.00017492137432150248,0.12180000000000002,0.0
2,VGG19,Ratio,COV,2,1,20000,0.011005887499999999,9.81893301088492e-05,0.12465000000000004,0.0
1,ResNet50,Ratio,COV,8,1,20000,0.026889292,0.0013164963967285824,0.37997000000000003,0.0
1,ResNet50,Ratio,OOD,4,4,20000,0.3091983755,0.04935369608668036,0.73926,0.0
5,ResNet50,Height,COV,16,3,20000,0.1297671535,0.012704870373531168,0.65338,2.999999999997449e-05
3,VGG19,Height,COV,4,3,20000,0.023047726999999997,0.001311116512449102,0.21792999999999996,0.0
5,ResNet50,Height,COV,16,2,20000,0.143772488,0.017146011483354023,0.70071,0.0
3,VGG19,Height,COV,4,2,20000,0.022051010499999996,0.0007140403510814502,0.17637000000000003,0.0
1,ResNet50,Ratio,COV,8,0,20000,0.0221664235,0.0007706611679420464,0.40422,0.0
2,VGG19,Ratio,COV,2,0,20000,0.0071482740000000005,7.144130356610282e-05,0.19935000000000003,0.0
2,VGG19,Height,IID,4,1,20000,0.12767112700000002,0.05005172452431595,0.85219,0.0
1,VGG19,Height,COV,2,3,20000,0.010878620999999998,6.979832028437359e-05,0.07112000000000002,0.0
4,ResNet50,Ratio,IID,8,3,20000,0.06850693799999999,0.005816477275467901,0.62676,0.0
3,ResNet50,Ratio,OOD,8,0,20000,0.251276678,0.05412599543853668,0.79799,0.0
4,VGG19,Ratio,OOD,2,4,20000,0.13129429850000002,0.016199807240129916,0.49402999999999997,0.0
4,ResNet50,Ratio,OOD,16,2,20000,0.3715818935,0.0710668120003297,0.897,0.0
2,ResNet50,Ratio,ADV,4,3,20000,0.09109262750000001,0.004616292045173543,0.40878,2.999999999997449e-05
5,ResNet50,Height,IID,16,3,20000,0.164135238,0.04255559270522859,0.8439399999999999,0.0
4,VGG19,Height,COV,8,1,20000,0.059671649,0.008113354488555205,0.50359,0.0
5,VGG19,Ratio,ADV,4,2,20000,0.063812751,0.006665665057434875,0.5382499999999999,0.0
